timestamp,product,price,strike,expiration_time,bid_1_price,bid_1_quantity,bid_2_price,bid_2_quantity,bid_3_price,bid_3_quantity,bid_4_price,bid_4_quantity,bid_5_price,bid_5_quantity,ask_1_price,ask_1_quantity,ask_2_price,ask_2_quantity,ask_3_price,ask_3_quantity,ask_4_price,ask_4_quantity,ask_5_price,ask_5_quantity
2025-05-14 03:01:39,BRTI,103754.47,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 03:01:39,KXBTCD-25MAY1400-T103749.99,,103750.0,2025-05-14 04:05:00+00:00,47.0,523.0,46.0,30.0,43.0,14.0,31.0,2000.0,30.0,3200.0,56.0,13.0,59.0,30.0,78.0,9.0,79.0,2600.0,80.0,200.0
2025-05-14 03:01:39,KXBTCD-25MAY1400-T103499.99,,103500.0,2025-05-14 04:05:00+00:00,77.0,579.0,76.0,30.0,72.0,14.0,66.0,3000.0,41.0,2000.0,84.0,14.0,89.0,630.0,92.0,22250.0,93.0,4628.0,97.0,80000.0
2025-05-14 03:01:39,KXBTCD-25MAY1400-T102499.99,,102500.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:39,KXBTCD-25MAY1400-T102999.99,,103000.0,2025-05-14 04:05:00+00:00,83.0,3000.0,61.0,2600.0,60.0,200.0,58.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:39,KXBTCD-25MAY1400-T103249.99,,103250.0,2025-05-14 04:05:00+00:00,88.0,614.0,87.0,30.0,78.0,3000.0,53.0,8000.0,51.0,2000.0,99.0,80000.0,,,,,,,,
2025-05-14 03:01:39,KXBTCD-25MAY1400-T103999.99,,104000.0,2025-05-14 04:05:00+00:00,16.0,14.0,15.0,665.0,7.0,22259.0,6.0,5400.0,3.0,80000.0,27.0,614.0,28.0,30.0,33.0,3000.0,59.0,2000.0,60.0,200.0
2025-05-14 03:01:39,KXBTCD-25MAY1400-T102749.99,,102750.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:40,BRTI,103756.77,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 03:01:40,KXBTCD-25MAY1400-T103499.99,,103500.0,2025-05-14 04:05:00+00:00,77.0,579.0,76.0,30.0,72.0,14.0,66.0,3000.0,41.0,2000.0,84.0,14.0,89.0,630.0,92.0,22250.0,93.0,4628.0,97.0,80000.0
2025-05-14 03:01:40,KXBTCD-25MAY1400-T102749.99,,102750.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:40,KXBTCD-25MAY1400-T102999.99,,103000.0,2025-05-14 04:05:00+00:00,83.0,3000.0,61.0,2600.0,60.0,200.0,58.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:40,KXBTCD-25MAY1400-T103749.99,,103750.0,2025-05-14 04:05:00+00:00,47.0,523.0,46.0,30.0,43.0,14.0,31.0,2000.0,30.0,3200.0,56.0,13.0,59.0,30.0,78.0,9.0,79.0,2600.0,80.0,200.0
2025-05-14 03:01:40,KXBTCD-25MAY1400-T103249.99,,103250.0,2025-05-14 04:05:00+00:00,88.0,614.0,87.0,30.0,78.0,3000.0,53.0,8000.0,51.0,2000.0,99.0,80000.0,,,,,,,,
2025-05-14 03:01:40,KXBTCD-25MAY1400-T102499.99,,102500.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:40,KXBTCD-25MAY1400-T103999.99,,104000.0,2025-05-14 04:05:00+00:00,16.0,14.0,15.0,65.0,8.0,22250.0,7.0,4637.0,3.0,80000.0,27.0,614.0,28.0,30.0,33.0,3000.0,59.0,2000.0,60.0,200.0
2025-05-14 03:01:41,BRTI,103754.31,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 03:01:41,KXBTCD-25MAY1400-T103999.99,,104000.0,2025-05-14 04:05:00+00:00,16.0,14.0,15.0,65.0,9.0,9.0,8.0,22850.0,7.0,4628.0,27.0,614.0,28.0,30.0,33.0,3000.0,59.0,2000.0,60.0,200.0
2025-05-14 03:01:41,KXBTCD-25MAY1400-T103249.99,,103250.0,2025-05-14 04:05:00+00:00,88.0,614.0,87.0,30.0,78.0,3000.0,53.0,8000.0,51.0,2000.0,99.0,80000.0,,,,,,,,
2025-05-14 03:01:41,KXBTCD-25MAY1400-T103749.99,,103750.0,2025-05-14 04:05:00+00:00,47.0,523.0,46.0,30.0,43.0,14.0,31.0,2000.0,30.0,3200.0,56.0,13.0,58.0,600.0,59.0,30.0,78.0,9.0,79.0,2000.0
2025-05-14 03:01:41,KXBTCD-25MAY1400-T102999.99,,103000.0,2025-05-14 04:05:00+00:00,83.0,3000.0,61.0,2600.0,60.0,200.0,58.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:41,KXBTCD-25MAY1400-T103499.99,,103500.0,2025-05-14 04:05:00+00:00,77.0,579.0,76.0,30.0,72.0,14.0,66.0,3000.0,41.0,2000.0,84.0,14.0,88.0,606.0,89.0,30.0,95.0,22250.0,96.0,8100.0
2025-05-14 03:01:41,KXBTCD-25MAY1400-T102749.99,,102750.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:41,KXBTCD-25MAY1400-T102499.99,,102500.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:43,BRTI,103754.77,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 03:01:43,KXBTCD-25MAY1400-T102749.99,,102750.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:43,KXBTCD-25MAY1400-T102499.99,,102500.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:43,KXBTCD-25MAY1400-T103249.99,,103250.0,2025-05-14 04:05:00+00:00,88.0,614.0,87.0,30.0,78.0,3000.0,53.0,8000.0,51.0,2000.0,99.0,80000.0,,,,,,,,
2025-05-14 03:01:43,KXBTCD-25MAY1400-T103499.99,,103500.0,2025-05-14 04:05:00+00:00,77.0,579.0,76.0,30.0,72.0,14.0,66.0,3000.0,41.0,2000.0,84.0,14.0,88.0,606.0,89.0,30.0,95.0,22250.0,96.0,8100.0
2025-05-14 03:01:43,KXBTCD-25MAY1400-T102999.99,,103000.0,2025-05-14 04:05:00+00:00,83.0,3000.0,61.0,2600.0,60.0,200.0,58.0,8000.0,11.0,20000.0,,,,,,,,,,
2025-05-14 03:01:43,KXBTCD-25MAY1400-T103749.99,,103750.0,2025-05-14 04:05:00+00:00,47.0,523.0,46.0,30.0,43.0,14.0,31.0,2000.0,30.0,3200.0,56.0,13.0,58.0,600.0,59.0,30.0,78.0,9.0,79.0,2000.0
2025-05-14 03:01:43,KXBTCD-25MAY1400-T103999.99,,104000.0,2025-05-14 04:05:00+00:00,16.0,14.0,15.0,65.0,9.0,9.0,8.0,22850.0,7.0,4628.0,27.0,614.0,28.0,30.0,33.0,3000.0,59.0,2000.0,60.0,200.0
2025-05-14 03:01:44,BRTI,103754.14,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 03:01:44,KXBTCD-25MAY1400-T102499.99,,102500.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,12.0,2700.0,,,,,,,,,,
2025-05-14 03:01:44,KXBTCD-25MAY1400-T103499.99,,103500.0,2025-05-14 04:05:00+00:00,77.0,579.0,76.0,30.0,72.0,14.0,66.0,3000.0,41.0,2000.0,84.0,14.0,88.0,606.0,89.0,30.0,95.0,22250.0,96.0,8100.0
2025-05-14 03:01:44,KXBTCD-25MAY1400-T102999.99,,103000.0,2025-05-14 04:05:00+00:00,83.0,3000.0,61.0,2600.0,60.0,200.0,58.0,8000.0,12.0,2700.0,,,,,,,,,,
2025-05-14 03:01:44,KXBTCD-25MAY1400-T103999.99,,104000.0,2025-05-14 04:05:00+00:00,16.0,14.0,15.0,65.0,9.0,9.0,8.0,22850.0,7.0,4628.0,27.0,614.0,28.0,30.0,33.0,3000.0,59.0,2000.0,60.0,200.0
2025-05-14 03:01:44,KXBTCD-25MAY1400-T102749.99,,102750.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,12.0,2700.0,,,,,,,,,,
2025-05-14 03:01:44,KXBTCD-25MAY1400-T103249.99,,103250.0,2025-05-14 04:05:00+00:00,88.0,614.0,87.0,30.0,78.0,3000.0,53.0,8000.0,51.0,2000.0,99.0,80000.0,,,,,,,,
2025-05-14 03:01:44,KXBTCD-25MAY1400-T103749.99,,103750.0,2025-05-14 04:05:00+00:00,47.0,523.0,46.0,30.0,43.0,14.0,31.0,2000.0,30.0,3200.0,56.0,13.0,58.0,600.0,59.0,30.0,78.0,9.0,79.0,2000.0
2025-05-14 03:01:45,BRTI,103749.61,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 03:01:45,KXBTCD-25MAY1400-T102499.99,,102500.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,12.0,2700.0,,,,,,,,,,
2025-05-14 03:01:45,KXBTCD-25MAY1400-T103749.99,,103750.0,2025-05-14 04:05:00+00:00,45.0,600.0,44.0,30.0,41.0,14.0,31.0,2000.0,30.0,3200.0,54.0,14.0,57.0,600.0,58.0,30.0,79.0,2000.0,80.0,200.0
2025-05-14 03:01:45,KXBTCD-25MAY1400-T102999.99,,103000.0,2025-05-14 04:05:00+00:00,83.0,3000.0,61.0,2600.0,60.0,200.0,58.0,8000.0,12.0,2700.0,,,,,,,,,,
2025-05-14 03:01:45,KXBTCD-25MAY1400-T103249.99,,103250.0,2025-05-14 04:05:00+00:00,92.0,600.0,91.0,459.0,88.0,14.0,87.0,30.0,78.0,3000.0,99.0,80000.0,,,,,,,,
2025-05-14 03:01:45,KXBTCD-25MAY1400-T103499.99,,103500.0,2025-05-14 04:05:00+00:00,75.0,600.0,74.0,30.0,72.0,14.0,66.0,3000.0,41.0,2000.0,84.0,14.0,87.0,630.0,93.0,22250.0,94.0,5400.0,97.0,80000.0
2025-05-14 03:01:45,KXBTCD-25MAY1400-T103999.99,,104000.0,2025-05-14 04:05:00+00:00,16.0,14.0,15.0,65.0,9.0,22859.0,8.0,4050.0,3.0,80000.0,27.0,614.0,28.0,30.0,33.0,3000.0,59.0,2000.0,60.0,200.0
2025-05-14 03:01:45,KXBTCD-25MAY1400-T102749.99,,102750.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,12.0,2700.0,,,,,,,,,,
2025-05-14 03:01:46,BRTI,103748.63,,,,,,,,,,,,,,,,,,,,,,
2025-05-14 03:01:46,KXBTCD-25MAY1400-T102499.99,,102500.0,2025-05-14 04:05:00+00:00,84.0,3000.0,71.0,2600.0,70.0,200.0,59.0,8000.0,12.0,2700.0,,,,,,,,,,
2025-05-14 03:01:46,KXBTCD-25MAY1400-T103249.99,,103250.0,2025-05-14 04:05:00+00:00,92.0,600.0,91.0,459.0,88.0,14.0,87.0,30.0,78.0,3000.0,99.0,80000.0,,,,,,,,
